Time, Amount
11,80
10,27
8,32
7,64
7,81
7,31
7,56
7,37
8,16
8,87
8,62
8,99
8,40
8,30
8,90
8,94
8,44
9,51
9,22
9,1
9,65
9,39
9,48
9,21
9,67
9,95
10,25
9,69
9,21
9,0
9,56
9,0
10,61
10,51
10,66
10,73
10,60
10,22
10,36
10,5
10,38
10,69
10,45
10,11
10,68
9,34
9,85
9,65
9,47
9,53
9,68
10,61
10,10
10,31
10,68
10,98
10,76
10,35
10,17
10,12
10,50
10,75
10,13
10,14
11,10
11,30
11,80
11,46
11,6
11,98
11,37
11,59
11,72
11,24
10,0
10,70
10,16
10,71
11,83
11,44
11,20
11,87
11,41
11,80
11,88
11,85
11,8
11,49
11,47
10,86
10,15
10,56
10,43
10,11
10,39
10,6
10,58
11,66
12,64
19,99
11,21
11,85
9,72
9,60
8,43
8,22
9,51
9,0
12,40
16,81
17,71
17,37
16,32
15,83
15,50
13,69
11,5
9,47
8,8
8,17
7,39
8,39
8,80
7,0
7,88
7,98
6,20
9,61
10,70
11,87
9,69
9,65
8,30
8,37
8,76
7,85
8,49
8,16
7,5
8,61
8,50
7,13
6,6
6,47
3,81
4,35
4,36
4,56
3,85
3,80
3,45
3,87
3,30
3,43
2,85
2,61
2,72
1,6
1,14
0,39
0,47
0,22
0,34
0,68
0,87
1,21
1,64
0,53
0,17
0,6
0,11
0,98
0,64
0,94
0,21
1,75
1,41
0,80
0,83
0,80
0,1
0,5
0,99
0,6
0,16
0,88
0,51
0,0
0,41
0,39
0,31
0,59
0,59
0,59
0,40
0,60
0,69
0,44
0,43
0,51
0,16
0,5
0,16
0,22
0,66
0,66
2,25
2,11
2,39
5,95
5,56
3,87
4,90
6,99
6,65
3,60
3,31
3,39
2,80
0,10
0,15
0,24
0,56
0,47
0,16
0,98
0,68
2,85
2,68
2,0
2,47
4,46
4,12
4,10
4,65
4,48
6,61
5,27
4,16
5,39
5,99
5,21
4,45
4,62
9,44
9,98
8,85
8,67
7,73
7,76
6,40
6,61
6,8
1,65
1,13
1,37
3,71
3,86
3,38
3,50
3,16
3,56
4,58
3,5
1,69
1,20
5,85
7,37
7,81
6,48
6,65
7,66
7,22
7,68
7,70
5,24
5,30
5,49
4,37
4,68
5,59
8,83
9,51
9,6
11,73
11,10
12,34
12,80
11,31
12,41
12,32
11,88
12,37
12,68
13,64
12,65
12,16
14,99
11,90
11,64
10,56
10,69
11,98
11,66
11,72
12,6
12,0
11,10
11,53
11,27
10,62
10,6
10,61
10,11
10,17
10,35
10,85
8,25
8,30
7,98
6,67
8,64
7,8
7,46
7,44
6,70
6,22
7,36
7,68
6,44
5,5
6,11
5,14
7,87
6,56
7,68
6,41
6,31
6,75
5,44
6,32
6,22
7,85
7,45
7,21
7,70
7,0
7,94
8,38
7,1
7,95
7,15
7,37
7,88
6,16
5,14
4,66
4,0
4,47
3,48
4,71
3,61
3,21
3,86
3,49
2,13
4,40
4,90
3,11
3,99
2,80
2,43
1,76
0,6
0,95
1,60
0,51
0,85
1,15
2,87
2,22
2,81
2,39
3,50
4,80
4,56
4,8
4,14
3,39
3,0
2,44
2,68
2,0
1,31
1,65
1,81
2,87
1,16
0,32
0,47
1,58
1,30
0,31
0,43
2,98
1,48
1,10
1,12
1,69
0,11
0,65
0,16
0,51
0,66
0,83
0,0
0,0
0,47
0,72
2,73
2,56
1,0
1,99
1,61
1,87
0,5
0,24
0,69
0,67
0,0
0,40
0,0
1,40
0,80
0,34
0,41
0,41
0,66
0,25
0,27
0,56
0,14
0,53
0,61
1,62
1,64
1,81
2,51
3,59
2,10
1,56
1,6
3,40
2,16
3,80
3,20
4,87
5,31
5,68
4,87
3,85
3,1
3,37
2,56
2,35
1,68
1,44
1,59
1,38
0,27
2,48
2,68
0,12
0,98
1,70
2,99
2,47
2,37
2,8
4,64
2,5
2,6
4,98
3,64
3,73
2,47
2,30
2,22
2,81
1,58
0,24
0,10
0,69
0,10
0,10
0,10
0,10
0,44
0,43
0,34
0,80
0,21
0,11
0,51
0,39
0,39
0,76
0,76
0,38
0,68
0,50
0,44
0,17
0,35
0,56
0,21
0,46
0,44
0,41
0,44
0,41
0,36
0,70
0,69
0,67
0,66
0,14
0,14
0,27
0,87
0,13
0,5
0,6
0,61
0,45
0,1
0,1
0,83
0,80
0,73
0,75
0,72
0,86
0,22
0,15
0,15
0,14
0,56
0,70
0,13
0,13
1,90
1,94
1,14
1,71
1,95
4,88
3,51
3,0
2,11
2,49
1,21
2,99
2,65
1,44
2,62
2,41
2,39
2,58
1,85
1,32
0,10
0,83
1,98
1,60
0,32
0,6
0,99
2,87
4,70
4,39
3,8
2,56
3,65
3,69
2,10
5,98
5,37
4,30
3,17
3,0
4,99
3,34
5,59
5,80
4,5
6,81
6,69
6,68
6,37
6,35
6,31
6,99
6,72
5,1
6,61
6,40
6,31
6,61
5,75
5,87
6,80
6,27
6,47
6,12
6,16
5,68
5,11
5,95
6,83
7,66
7,10
6,85
6,37
6,39
6,60
6,94
7,44
6,66
6,0
7,53
7,64
7,51
6,32
6,61
6,16
5,0
4,43
5,47
6,94
6,6
6,24
6,66
5,38
6,25
6,56
8,56
8,34
8,22
7,20
5,67
7,37
5,80
7,25
6,98
6,50
6,31
6,11
6,8
7,38
7,24
6,56
7,68
6,56
5,22
8,83
7,51
7,46
6,44
6,71
6,39
6,75
5,10
4,99
4,40
5,64
5,59
4,38
4,48
7,70
6,49
5,8
6,86
6,30
6,22
6,95
6,11
7,37
5,85
6,16
5,32
5,67
7,87
7,69
7,31
7,35
7,51
6,85
6,1
6,44
6,98
4,53
3,61
4,13
5,73
5,45
5,60
5,41
6,76
7,70
6,21
6,72
6,47
6,87
8,61
9,81
9,71
9,58
9,69
9,66
10,88
10,65
10,15
12,49
12,36
11,80
11,64
10,86
10,10
11,44
10,14
10,6
10,67
11,72
11,90
11,8
11,80
11,21
11,17
11,11
11,80
11,10
10,22
9,20
9,1
8,22
6,98
7,98
7,62
6,5
5,41
4,15
3,14
5,49
5,83
5,12
5,11
3,80
3,0
5,65
2,0
5,98
4,53
4,14
3,62
4,65
3,61
3,39
2,34
1,85
0,44
1,69
3,76
3,44
3,15
4,94
4,64
3,30
2,10
2,0
4,69
3,50
3,87
3,99
4,68
3,47
3,35
4,64
3,45
3,32
3,68
2,0
1,46
0,34
0,10
1,43
1,73
2,16
3,27
2,16
5,37
5,6
6,61
5,10
4,81
4,12
4,22
3,56
3,25
3,39
4,68
3,65
3,75
3,65
1,39
2,61
2,66
3,87
3,85
2,37
3,31
3,24
4,30
7,65
7,27
7,5
6,46
5,56
6,40
5,13
7,59
7,30
6,44
5,99
5,53
5,48
5,70
5,22
5,49
6,72
5,80
7,66
7,45
8,69
9,90
9,39
6,11
6,88
5,31
7,56
6,16
6,21
6,73
6,95
6,51
6,44
6,6
5,36
4,71
4,11
4,75
4,10
5,38
5,81
4,40
5,61
6,11
7,64
6,30
6,61
5,51
6,5
6,15
6,68
4,86
3,10
3,98
3,34
2,58
2,85
3,66
3,99
2,8
2,47
3,21
4,51
3,71
2,80
3,65
3,80
4,60
2,58
2,17
4,98
3,69
3,1
4,10
6,85
7,83
6,32
7,87
7,0
8,98
8,20
7,11
9,69
9,16
8,64
8,37
9,68
9,35
9,50
9,27
8,6
8,13
10,14
9,66
8,39
8,56
9,75
8,56
9,76
9,85
10,47
10,71
9,25
8,86
8,30
9,62
9,21
10,67
9,10
10,44
10,31
9,5
9,24
9,40
14,73
12,0
12,15
11,69
12,68
11,31
10,32
9,21
9,44
9,50
9,0
9,12
8,17
9,72
9,37
9,64
9,43
7,10
7,6
7,94
7,41
8,99
8,59
8,75
9,98
10,31
11,30
11,60
12,88
12,48
14,21
14,46
15,87
14,20
13,21
13,56
13,80
13,39
13,11
14,66
13,85
12,86
11,22
11,39
10,6
10,67
9,10
9,11
10,99
11,69
11,95
12,73
13,37
13,47
13,22
14,44
14,83
13,60
14,56
14,1
13,5
12,80
11,80
11,53
12,66
11,65
12,44
11,62
11,51
11,6
13,68
12,16
12,86
12,59
10,13
9,48
10,50
12,49
11,14
10,67
11,90
10,61
11,81
11,95
11,35
11,43
11,41
11,47
11,34
12,70
12,94
12,58
13,83
13,61
13,66
13,30
14,25
14,87
14,30
14,45
15,80
15,64
16,69
16,38
15,68
17,99
17,36
17,73
18,59
19,80
21,85
21,98
21,37
20,51
21,56
21,0
20,14
19,6
17,27
17,10
17,71
17,65
17,24
17,16
16,11
16,98
16,70
17,88
17,8
18,65
17,62
17,47
16,46
14,0
15,38
16,87
15,15
15,80
14,51
15,61
14,48
14,40
14,49
16,75
16,68
15,36
16,32
16,31
19,64
17,17
16,60
17,66
16,72
17,22
16,94
16,5
16,1
17,56
18,76
18,85
17,10
18,98
18,41
18,68
17,99
17,22
17,39
16,59
17,95
17,8
18,31
18,20
17,21
15,80
14,12
13,0
13,6
13,43
13,61
13,44
12,27
10,32
11,39
9,65
9,25
8,5
8,45
7,37
7,16
7,56
8,37
7,98
7,80
6,8
5,36
4,11
5,83
4,0
4,16
4,56
5,64
5,11
8,90
7,21
7,61
8,21
8,44
7,69
7,50
9,60
9,68
9,62
8,8
8,11
8,22
9,87
9,85
8,67
8,22
7,64
7,36
7,13
7,35
6,72
6,31
6,6
5,15
5,66
4,66
4,99
5,70
5,37
5,40
6,51
6,81
6,30
5,1
5,67
5,61
7,68
8,46
8,98
7,45
7,6
7,53
6,58
5,47
4,90
6,61
3,0
2,49
2,11
3,76
4,30
5,99
5,38
6,86
5,11
4,34
3,69
3,43
3,95
5,48
5,69
4,1
4,21
4,60
7,39
7,87
6,14
6,0
6,22
6,73
5,88
6,68
5,16
5,24
5,85
6,51
3,80
3,8
3,13
3,47
3,15
2,27
1,76
4,37
5,64
7,65
7,10
5,0
5,31
8,56
8,35
7,51
6,16
5,99
2,56
3,58
3,25
3,80
3,68
4,68
4,38
5,61
6,71
5,46
6,94
7,73
6,16
7,98
7,17
7,50
6,12
7,41
8,66
7,80
8,66
7,0
8,88
10,85
9,67
9,10
8,5
7,45
8,43
8,80
9,75
8,44
7,32
7,86
7,69
7,25
7,39
5,56
5,6
5,20
5,0
5,61
4,68
5,37
6,81
7,59
6,39
6,87
8,65
8,99
8,44
6,56
5,6
5,21
4,80
3,98
3,65
2,72
1,83
0,16
0,0
0,36
1,66
3,56
1,22
1,68
4,98
4,31
3,39
1,38
1,47
1,16
1,87
0,1
0,11
0,10
0,88
0,10
1,34
3,53
3,62
3,68
3,10
4,43
4,67
2,49
2,65
2,61
2,37
1,70
1,85
0,37
0,51
0,60
0,44
0,0
0,58
0,24
0,6
0,99
0,30
1,71
1,41
1,56
1,64
3,90
2,12
2,22
2,98
5,80
4,6
4,60
4,69
4,30
2,85
2,47
2,0
1,86
0,13
0,87
0,40
0,99
0,32
0,11
1,47
1,66
2,87
2,48
1,16
1,45
1,8
1,15
1,14
1,64
0,10
0,10
0,20
0,76
0,85
0,6
0,6
0,94
0,5
0,31
0,5
0,70
0,73
0,75
1,70
0,62
2,51
2,21
3,69
4,95
3,44
3,35
5,64
4,37
4,80
6,51
5,31
4,66
4,69
2,27
1,70
2,61
2,49
2,22
1,64
1,8
1,80
2,53
2,25
2,47
1,86
1,39
1,45
1,64
1,36
0,1
0,6
0,0
0,6
0,0
1,44
0,35
1,83
1,17
2,69
3,68
3,35
1,12
2,41
2,69
2,10
5,85
5,65
4,66
5,46
5,16
4,6
4,39
4,50
3,37
2,34
2,43
4,94
4,15
4,48
4,56
4,59
3,24
2,17
2,11
1,69
4,71
3,6
2,12
2,68
1,20
1,30
2,32
4,81
2,11
2,44
3,48
3,70
4,76
4,66
5,87
5,90
4,20
4,39
4,10
5,99
6,67
7,87
7,37
8,94
6,21
6,34
6,0
5,38
7,75
6,5
7,95
7,49
7,80
6,58
8,56
7,68
7,90
7,64
6,13
6,40
6,6
7,56
7,72
7,73
8,80
7,12
8,99
8,65
6,49
8,98
8,59
8,50
9,80
9,94
9,51
9,30
8,10
9,68
8,70
8,21
8,31
8,56
7,0
6,32
6,61
7,88
7,48
7,0
7,16
6,47
6,61
5,43
8,64
7,60
8,98
8,68
7,25
8,72
8,53
10,85
10,69
9,37
11,36
11,21
10,47
11,65
12,50
14,73
14,39
15,99
16,59
16,1
17,62
17,98
16,22
17,61
16,14
16,13
15,0
15,8
15,40
13,22
12,66
14,86
13,47
12,15
15,44
14,87
13,16
13,35
12,6
11,85
11,70
12,45
12,85
13,58
13,39
14,71
14,16
13,49
14,88
14,20
13,60
14,95
14,41
13,27
14,51
13,12
12,64
13,31
13,17
13,56
14,90
13,5
11,16
12,69
11,83
12,46
13,72
12,76
12,10
12,13
11,0
10,59
11,80
10,30
9,6
11,69
11,94
10,40
10,95
10,58
10,39
10,47
10,68
10,44
10,11
10,67
11,81
11,51
11,99
13,64
13,66
12,30
12,87
12,68
11,34
12,21
11,38
11,35
11,37
12,69
12,16
12,11
13,73
12,32
15,98
14,47
14,24
14,56
14,0
14,43
14,68
13,90
14,56
15,69
15,53
16,81
17,65
17,39
18,61
18,64
17,6
16,61
16,60
14,50
14,1
15,21
15,65
15,47
15,80
13,21
13,11
13,83
15,31
15,10
14,38
15,70
16,80
16,62
17,98
19,34
19,15
18,66
20,85
19,75
19,22
19,0
21,68
20,69
18,56
17,56
16,36
15,44
15,16
13,51
13,6
12,98
12,99
11,30
11,69
13,48
14,80
14,67
14,8
14,39
14,31
13,25
13,39
14,20
13,0
12,10
12,22
12,85
11,13
11,87
11,58
11,49
10,37
11,22
10,86
11,80
10,34
10,48
10,15
12,32
14,66
15,45
15,6
14,41
14,37
12,59
13,88
13,69
13,14
14,44
14,70
13,81
14,87
13,60
15,98
16,30
17,76
16,80
15,99
15,31
15,15
15,27
15,65
14,66
14,40
15,38
15,21
14,11
14,34
14,39
14,61
13,0
12,67
11,64
11,71
11,12
12,99
13,66
12,68
12,72
11,59
12,8
11,0
11,5
10,47
10,83
10,51
10,90
10,0
9,17
9,73
9,21
10,66
10,16
9,20
9,16
9,32
9,22
8,35
8,68
10,46
10,95
12,48
11,10
13,70
11,12
12,43
12,44
12,51
12,39
11,11
11,51
11,30
11,68
11,6
11,99
12,64
12,69
15,85
14,17
14,10
14,94
14,60
14,31
13,86
13,47
13,56
14,11
13,56
13,30
12,65
12,80
12,67
11,38
11,62
11,53
12,61
13,58
13,81
13,24
12,20
9,66
9,37
9,61
9,22
8,6
9,87
9,56
8,1
8,50
8,72
9,49
11,80
11,17
12,56
11,36
12,21
12,0
12,98
12,44
12,95
12,8
12,11
12,25
12,11
11,12
11,16
11,0
10,83
11,31
10,35
10,75
10,13
11,34
10,15
11,85
12,44
12,32
14,66
12,43
13,45
12,20
12,48
12,71
10,68
10,80
10,69
9,64
13,50
13,46
11,37
12,25
12,66
11,22
12,94
12,10
12,87
12,85
12,47
13,85
13,16
12,0
10,41
10,75
10,80
9,1
9,51
9,65
9,69
8,6
9,31
10,95
8,87
8,60
10,68
9,14
12,98
13,73
11,22
13,88
13,59
12,49
12,24
12,76
13,51
12,41
12,47
13,47
14,39
14,87
14,56
10,27
11,25
11,22
12,99
11,61
11,17
11,65
11,53
10,40
10,56
11,51
12,72
12,21
11,37
11,10
10,16
9,68
9,32
10,5
8,30
8,30
8,39
8,80
9,60
6,56
5,53
6,88
4,90
3,24
4,80
4,6
5,56
4,22
4,56
4,99
4,75
5,21
4,47
6,62
5,68
5,64
6,69
5,14
5,17
5,70
4,38
2,86
2,98
2,10
0,65
0,86
0,86
0,37
2,68
2,13
1,87
0,15
0,8
1,58
0,66
0,65
0,34
2,94
2,47
1,0
2,95
2,0
1,50
1,81
3,62
3,98
3,12
4,16
4,11
4,43
4,80
4,0
7,99
6,1
6,87
7,36
4,20
5,16
4,85
5,67
4,30
5,61
4,85
5,68
7,48
6,46
7,70
7,25
6,11
6,41
6,40
6,35
6,66
7,83
8,44
8,22
10,80
9,0
9,31
10,50
10,90
9,44
10,51
10,59
12,56
12,99
14,76
15,87
16,88
16,61
16,0
16,71
15,53
15,6
15,0
14,51
13,11
14,95
14,31
15,73
13,14
13,10
13,37
13,13
12,8
12,6
13,30
12,75
13,22
13,56
13,45
13,64
12,24
11,32
12,69
11,98
7,65
10,98
10,69
11,94
11,85
10,10
10,0
10,6
8,72
8,21
9,75
8,0
8,47
8,49
8,36
8,39
8,43
8,81
8,64
7,16
7,39
7,17
8,25
8,27
9,35
9,44
11,76
14,75
11,15
12,45
14,70
14,41
13,6
13,64
12,62
10,12
10,49
10,30
10,90
9,31
9,34
8,11
8,10
9,86
9,56
9,10
10,37
10,59
10,11
9,5
9,8
8,21
8,60
9,80
10,87
10,20
9,14
10,64
10,30
10,94
10,44
10,47
11,21
9,73
9,51
9,80
8,56
8,69
9,98
8,90
9,87
8,1
8,61
8,67
9,68
11,98
11,6
10,27
10,38
7,48
8,34
8,58
7,53
7,99
6,1
6,51
6,32
7,95
9,99
10,66
11,61
12,88
11,90
10,46
12,86
13,69
12,40
13,98
13,94
13,59
14,64
14,83
13,50
14,31
13,15
15,66
15,68
16,87
16,30
16,68
17,87
17,22
15,58
15,6
14,38
16,56
17,65
16,16
15,64
16,44
15,86
16,53
18,81
19,80
18,0
17,75
18,41
18,73
20,56
17,37
18,31
16,71
17,85
17,98
16,68
16,37
16,14
16,22
15,56
15,44
15,65
15,0
15,47
15,76
14,34
13,22
12,38
14,43
16,64
17,39
18,88
19,87
20,85
20,65
19,24
19,36
19,30
19,21
19,35
19,13
18,39
19,67
19,25
19,47
19,6
17,98
17,76
17,0
16,98
18,99
17,32
18,80
17,71
17,64
17,56
16,8
16,69
17,65
16,6
16,0
16,59
15,12
15,16
16,80
15,22
15,62
15,90
14,75
14,17
12,49
12,21
11,21
11,72
10,11
9,1
9,30
10,31
9,70
10,99
10,5
10,44
12,86
12,24
12,39
13,45
13,13
11,10
11,94
11,60
14,35
14,38
13,0
12,61
11,25
11,64
13,58
12,11
12,6
11,17
11,10
11,66
11,51
12,20
11,56
12,73
12,51
11,70
11,44
11,21
10,65
10,37
13,80
13,27
14,61
14,66
15,94
15,22
14,69
14,56
14,16
13,86
12,0
11,40
11,64
11,11
10,95
12,67
14,43
14,87
13,68
11,6
11,68
11,49
10,65
10,0
11,31
11,80
11,53
10,83
10,48
10,39
9,34
9,14
9,0
9,98
9,68
10,46
13,81
12,41
12,11
12,87
13,51
12,50
14,75
14,8
14,44
14,56
14,24
13,38
13,15
16,65
15,21
15,36
15,37
14,30
14,68
14,47
15,22
14,0
14,31
13,21
13,58
13,5
13,51
13,56
14,30
13,61
13,60
14,80
16,72
13,11
13,67
13,70
14,99
13,46
13,11
14,48
14,86
15,98
15,61
15,73
14,85
15,38
15,45
14,85
13,10
13,0
14,99
14,16
14,90
12,59
13,80
11,31
10,17
9,88
8,1
9,69
8,25
8,37
8,5
8,65
8,66
6,61
5,30
3,43
3,31
4,64
3,40
4,69
5,32
6,59
5,62
6,50
7,12
6,16
2,24
3,80
3,71
3,11
3,47
2,14
3,66
3,81
3,21
2,1
2,27
